,指数收盘点位,,,,,,,,,
时间,股票,,,,大宗商品,,债券,,,现金及其等价物
,上证50,沪深300,中证500,中证1000,南华商品指数,标普高盛商品全收益指数,中债-综合财富(1年以下)指数,中债-综合财富(3-5年)指数,中债-综合财富(7-10年)指数,货币基金
2005/01/04,827.071,982.794,986.927,989.984,960.7908,5251.96,107.2269,106.9197,102.3091,977.2315
2005/01/05,831.428,992.564,1003.633,1013.583,955.9027,5208.85,107.2444,107.4062,102.643,977.32
2005/01/06,822.499,983.174,994.595,1005.465,963.3346,5395.42,107.3547,106.7339,101.3691,977.4099
2005/01/07,823.616,983.958,997.606,1011.74,966.8446,5386.83,107.3417,106.5764,102.3611,977.492
2005/01/10,832.986,993.879,1006.337,1023.638,963.8109,5403.23,107.3408,106.5618,102.3177,977.7195
2005/01/11,837.861,997.135,1008.343,1027.159,968.6159,5423.67,107.3881,106.6343,102.7482,977.7999
2005/01/12,837.244,996.748,1008.62,1024.92,973.5924,5441.54,107.3798,106.6372,102.6263,977.8932
2005/01/13,834.221,996.877,1013.07,1029.298,972.5684,5610.52,107.369,106.3001,101.8572,977.9915
2005/01/14,829.042,988.306,1000.169,1011.875,971.7379,5612.08,107.396,106.6599,102.684,978.0796
2005/01/17,811.554,967.452,977.522,986.661,971.4223,5612.08,107.3715,106.9367,103.0367,978.3179
2005/01/18,817.309,974.689,991.419,1008.107,972.2853,5593.59,107.4049,106.6576,103.0217,978.4073
2005/01/19,810.989,967.21,986.241,1002.46,974.5607,5576.15,107.416,106.8543,102.9865,978.499
2005/01/20,805.081,956.245,972.463,989.441,972.9558,5541.55,107.425,106.8379,102.5129,978.5869
2005/01/21,831.847,982.604,988.519,1006.25,976.6207,5639.9,107.4156,106.9072,103.1437,978.6793
2005/01/24,842.414,998.133,1008.175,1028.011,982.8943,5681.93,107.4689,107.042,103.8621,978.9069
2005/01/25,841.64,997.775,999.553,1015.1,977.0959,5747.46,107.4853,106.8605,103.6597,978.9951
2005/01/26,834.669,989.928,987.955,1006.84,972.8402,5712.79,107.5013,106.8473,103.3048,979.0952
2005/01/27,821.705,974.631,971.373,989.414,976.4125,5690.65,107.509,106.8626,102.7122,979.1871
2005/01/28,820.689,969.209,952.413,963.005,973.6026,5558.48,107.5347,107.2085,103.3016,979.2857
2005/01/31,813.753,954.879,922.653,924.166,969.3167,5635.92,107.5353,107.3842,104.2568,979.5307
2005/02/01,817.872,955.951,913.331,905.802,972.5503,5557.08,107.5728,107.32,103.7499,979.6126
2005/02/02,860.504,1006.913,964.243,958.392,970.4414,5506.54,107.6116,107.2569,103.185,979.7021
2005/02/03,848.486,993.215,945.312,936.861,967.9827,5457.2,107.6117,107.191,103.8311,979.7944
2005/02/04,872.884,1016.858,962.028,952.392,971.3676,5448.19,107.5853,107.3046,104.2335,979.8794
2005/02/16,875.46,1023.584,972.337,966.385,984.0286,5616.33,107.7561,107.8795,105.5323,980.7713
2005/02/17,870.085,1020.606,977.272,973.808,984.1084,5571.23,107.8216,107.7014,105.038,980.8552
2005/02/18,856.212,1006.055,964.769,964.005,992.0479,5625.3,107.8391,107.878,105.2219,980.9582
2005/02/21,874.021,1025.633,981.819,983.608,997.2945,5625.3,108.0918,107.589,104.6157,981.1724
2005/02/22,887.07,1046.744,1007.688,1015.658,1009.2401,5863.41,107.8326,107.7697,103.3954,981.2563
2005/02/23,877.914,1043.944,1019.258,1032.895,1009.1512,5886.82,107.8794,107.8775,104.59,981.3608
2005/02/24,877.345,1045.46,1024.446,1035.348,1021.0068,5896.74,107.8393,108.1243,104.1591,981.4432
2005/02/25,878.503,1046.761,1024.118,1032.413,1011.5521,5936.05,107.8647,108.3907,104.9976,981.5336
2005/02/28,868.886,1039.989,1020.847,1029.384,1036.3447,5986.82,107.9366,108.904,104.018,981.8026
2005/03/01,866.258,1035.934,1021.162,1030.815,1033.0788,5974.31,107.9491,108.392,103.8696,982.0073
2005/03/02,855.879,1021.32,1006.148,1014.527,1041.6656,6092.65,107.93,108.0341,104.7974,982.1604
2005/03/03,861.688,1027.71,1011.288,1020.248,1038.8877,6138.32,107.9113,107.9449,104.7829,982.2479
2005/03/04,859.489,1023.667,1003.21,1011.361,1033.5383,6143.63,107.8889,108.126,105.248,982.3297
2005/03/07,863.704,1029.871,1006.953,1013.594,1040.8474,6143.49,107.9561,108.3274,104.8601,982.5539
2005/03/08,876.344,1048.987,1029.457,1037.029,1036.6335,6243.46,107.9571,108.3579,104.4539,982.6468
2005/03/09,869.403,1046.544,1032.55,1042.182,1046.7134,6275.28,107.9657,108.3061,105.0483,982.7426
2005/03/10,851.531,1022.413,1005.545,1011.791,1049.8976,6189.89,107.9413,108.5771,105.3499,982.8303
2005/03/11,853.898,1027.429,1009.434,1017.453,1049.5763,6268.18,107.9642,108.5713,105.1404,982.9175
2005/03/14,857.614,1031.026,1007.766,1005.987,1061.6107,6304.3,108.0234,108.7713,105.1814,983.1432
2005/03/15,840.955,1013.523,993.831,993.476,1075.0488,6346.98,108.0427,108.7972,104.2287,983.2359
2005/03/16,832.823,1003.065,983.916,982.837,1099.3909,6454.76,108.0776,108.6691,105.4921,983.3343
2005/03/17,826.683,992.863,970.966,967.593,1096.8296,6452.41,108.051,109.1598,106.0154,983.5012
2005/03/18,821.028,978.665,949.509,946.705,1073.5088,6460.28,107.9821,109.5136,106.4474,983.5865
2005/03/21,823.129,981.893,949.553,950.792,1067.8559,6459.86,108.1893,109.5334,105.7464,983.8023
2005/03/22,808.104,964.024,922.564,915.939,1058.4809,6381.24,108.2072,109.5188,105.2692,983.8995
2005/03/23,801.981,959.01,923.194,915.974,1047.1897,6234.92,108.2507,109.3678,106.1029,983.9928
2005/03/24,808.18,964.801,933.347,928.54,1054.8445,6289.52,108.2044,109.4399,106.2568,984.0931
2005/03/25,806.425,962.955,931.417,923.196,1062.2822,6289.52,108.1944,109.5915,106.0274,984.1685
2005/03/28,805.556,960.696,922.923,911.354,1059.1126,6247.73,108.2565,109.3519,105.9192,984.3784
2005/03/29,802.739,955.19,916.811,904.823,1064.4957,6267.26,108.2355,109.5716,105.8775,984.48
2005/03/30,790.58,937.034,888.949,869.583,1061.1013,6281.79,108.2684,109.3476,106.32,984.6065
2005/03/31,795.667,942.203,896.068,880.901,1074.8704,6439.38,108.1085,109.5237,106.4009,984.7077
2005/04/01,822.91,978.145,927.546,913.851,1066.4825,6573.73,108.204,109.3377,106.1018,984.786
2005/04/04,808.591,962.168,909.87,896.287,1060.3506,6539.08,108.2965,109.7786,105.721,985.001
2005/04/05,801.885,955.598,901.744,886.196,1058.9603,6462.87,108.2741,109.8684,106.2467,985.0927
2005/04/06,816.879,973.668,918.557,898.875,1065.6212,6430.41,108.3928,109.5739,106.9744,985.2084
2005/04/07,824.609,984.733,932.333,913.657,1074.1811,6278.19,108.39,110.0517,106.9218,985.3041
2005/04/08,838.056,1003.445,949.457,931.379,1061.8339,6180.09,108.3088,110.1685,107.0488,985.3833
2005/04/11,830.908,995.421,948.509,931.969,1059.4773,6210.41,108.4087,110.2702,107.0165,985.5769
2005/04/12,818.467,978.697,927.41,905.866,1064.2836,6102.51,108.5186,110.2794,107.251,985.6649
2005/04/13,835.628,1000.9,950.229,929.111,1051.5981,5973.53,108.5159,110.2697,107.0193,985.7708
2005/04/14,826.005,986.975,935.425,916.35,1042.7027,6026.99,108.4478,110.7869,107.3285,985.867
2005/04/15,817.094,974.082,913.271,887.932,1043.5845,5968.65,108.4516,110.4688,107.8893,985.9425
2005/04/18,806.389,963.772,901.118,868.325,1043.064,5920.23,108.4739,110.5378,108.0121,986.1369
2005/04/19,809.361,965.886,902.785,867.228,1055.2476,6105.61,108.5053,110.7655,107.8021,986.2178
2005/04/20,798.517,950.867,884.083,844.932,1072.7683,6162.48,108.6561,110.3382,107.0938,986.3281
2005/04/21,793.445,943.981,867.328,826.053,1052.2996,6182.18,108.4516,110.7558,107.3565,986.4203
2005/04/22,794.819,939.101,857.401,806.645,1060.8383,6269.48,108.536,110.6966,107.5779,986.4887
2005/04/25,790.749,930.07,841.058,789.538,1059.9623,6228.9,108.5019,110.9258,107.7967,986.666
2005/04/26,792.303,937.083,855.24,806.944,1058.6986,6199.51,108.5087,110.8738,107.4351,986.7512
2005/04/27,782.432,926.604,839.953,790.244,1054.3205,5991.87,108.5288,110.8466,107.4527,986.8443
2005/04/28,793.878,942.073,860.616,813.628,1057.1141,5994.21,108.4575,110.5451,106.9051,986.9229
2005/04/29,789.732,932.395,847.611,802.279,1055.436,5856.56,108.5258,110.4678,107.4414,986.989
2005/05/09,775.321,909.174,818.399,771.082,1061.5078,5907.69,108.5878,110.5404,108.0191,987.541
2005/05/10,779.099,913.076,818.088,773.196,1062.2495,5944.03,108.5948,110.9016,107.8542,987.6074
2005/05/11,771.586,901.851,811.57,772.078,1058.1852,5834.87,108.6244,110.8468,107.2865,987.6736
2005/05/12,753.875,885.82,807.51,769.018,1054.7821,5692.43,108.6092,110.9431,107.7996,987.7284
2005/05/13,757.304,887.543,814.878,779.491,1039.2212,5667.29,108.6305,110.8624,108.0967,987.7804
2005/05/16,747.871,875.271,808.171,776.542,1043.3155,5636.42,108.833,111.4552,107.2105,987.975
2005/05/17,750.711,881.462,818.455,785.44,1038.7683,5684.05,108.7709,111.1158,106.5909,988.0348
2005/05/18,752.662,883.196,824.643,794.572,1045.8009,5604.41,108.6443,111.355,107.352,988.1015
2005/05/19,754.785,884.171,824.94,794.49,1044.193,5590.54,108.7201,111.0511,107.9527,988.1552
2005/05/20,753.071,882.763,819.13,787.901,1044.6946,5581.71,108.7862,111.2504,107.977,988.2067
2005/05/23,737.741,863.341,793.724,758.679,1052.7497,5629.04,108.7637,111.4143,108.5899,988.3854
2005/05/24,737.35,868.456,808.743,777.766,1050.6483,5660.74,108.7745,111.2863,108.4285,988.4452
2005/05/25,737.538,868.451,809.697,781.991,1051.8388,5759.8,108.7933,111.4587,107.731,988.5072
2005/05/26,728.697,857.331,799.024,772.871,1064.018,5765.27,108.7184,111.5274,108.3227,988.5597
2005/05/27,724.522,849.508,790.998,767.274,1070.8816,5811.14,108.7951,111.4739,108.3131,988.61
2005/05/30,729.067,855.612,797.532,776.405,1070.2428,5811.14,108.8349,111.3754,108.3812,988.7868
2005/05/31,730.997,855.946,796.872,775.742,1069.5575,5813.64,108.8424,111.4546,108.3186,988.8479
2005/06/01,719.025,837.532,778.673,760.507,1063.6001,6044.82,108.8319,111.7046,108.2066,988.9099
2005/06/02,701.373,818.379,769.421,756.823,1071.9266,5998.55,108.8793,111.736,108.3405,988.96
2005/06/03,700.434,818.033,765.967,756.907,1073.6704,6122.06,108.8544,111.7939,108.2392,989.0116
2005/06/06,717.213,838.997,778.21,766.725,1102.9322,6126.95,108.8437,111.8311,108.3723,989.1842
2005/06/07,713.62,837.282,779.844,767.906,1095.987,6075.37,108.8297,111.9407,108.1399,989.2508
2005/06/08,772.134,905.773,841.36,826.234,1089.5789,5974.41,108.9198,112.0408,108.0776,989.3128
2005/06/09,778.577,912.604,849.725,836.831,1089.5089,6108.76,108.9249,112.0751,108.685,989.3691
2005/06/10,766.663,894.556,831.605,819.996,1097.589,6037.78,109.0121,112.0595,108.8608,989.4193
2005/06/13,759.917,892.959,834.252,825.872,1098.7831,6193.52,109.021,112.4072,109.1027,989.5781
2005/06/14,754.548,883.537,818.191,807.356,1093.097,6143.85,108.9011,112.1825,109.082,989.6377
2005/06/15,745.216,866.834,796.26,788.292,1098.0633,6194.86,108.9783,112.7815,108.8959,989.7066
2005/06/16,757.392,879.237,803.945,797.426,1100.6613,6267.76,108.972,112.7248,109.2922,989.7605
2005/06/17,762.178,880.345,800.137,790.55,1105.5852,6398.97,108.9688,113.0188,110.105,989.8059
2005/06/20,780.291,906.255,823.733,813.122,1124.2877,6457.25,109.0289,112.8005,109.4442,989.9574
2005/06/21,770.295,896.166,816.197,806.023,1116.3434,6373.02,109.1186,112.8758,109.5731,990.0199
2005/06/22,774.15,900.646,818.647,810.029,1122.0144,6309.57,109.079,112.9764,109.6657,990.0946
2005/06/23,768.331,893.572,809.347,796.051,1108.9189,6405.2,108.988,113.0378,109.4386,990.149
2005/06/24,772.319,898.301,813.203,799.695,1117.7353,6420.4,108.9705,112.8443,109.7688,990.1927
2005/06/27,782.382,916.043,834.346,822.881,1115.0136,6447.49,109.0446,112.5737,109.4481,990.3425
2005/06/28,775.634,903.716,819.046,807.644,1097.2675,6268.29,108.998,112.2023,109.6006,990.41
2005/06/29,772.02,898.898,814.064,805.097,1091.2774,6200.48,109.0507,112.6419,108.8637,990.4846
2005/06/30,758.717,878.686,791.502,781.826,1087.6409,6150.56,109.0698,112.626,109.6632,990.5421
2005/07/01,748.046,859.494,760.352,743.115,1093.736,6328.25,109.0903,112.8062,109.6706,990.5893
2005/07/04,747.086,855.932,749.483,734.952,1096.8694,6328.25,109.0854,112.8248,109.576,990.7311
2005/07/05,741.205,849.679,744.595,729.359,1097.6631,6457.63,109.1426,112.7136,109.5288,990.798
2005/07/06,734.768,842.556,743.444,727.061,1104.3386,6615.46,109.1181,112.9233,109.2397,990.8731
2005/07/07,735.554,844.729,747.418,732.049,1109.8522,6555.51,109.1191,112.9799,109.9993,990.9284
2005/07/08,727.556,829.489,722.854,706.735,1110.9447,6471.73,109.1677,113.0264,110.1845,990.9743
2005/07/11,726.905,824.097,714.475,694.828,1112.0394,6404.51,109.1893,113.2462,110.3457,991.1078
2005/07/12,753.06,851.816,739.534,720.565,1119.2275,6552.7,109.2219,113.2767,110.2953,991.1756
2005/07/13,748.55,846.231,732.443,711.951,1106.9429,6510.18,109.2286,113.4867,110.5462,991.2424
2005/07/14,753.639,849.59,732.544,711.583,1112.9165,6364.46,109.2253,113.5211,110.5565,991.2963
2005/07/15,748.519,841.001,714.488,690.491,1112.4778,6395.74,109.2051,113.5275,110.442,991.3421
2005/07/18,746.921,832.995,696.848,669.029,1109.939,6322.24,109.262,113.6168,110.6687,991.4766
2005/07/19,747.485,835.608,703.066,677.02,1108.6848,6319.33,109.2656,113.4403,110.6597,991.5414
2005/07/20,753.546,842.641,707.293,682.122,1097.0895,6274.1,109.2569,113.5069,110.0322,991.6074
2005/07/21,756.981,843.987,704.788,679.019,1101.0831,6184.79,109.3251,113.6892,110.6365,991.6634
2005/07/22,768.724,859.693,721.445,694.294,1094.4829,6297.54,109.3145,113.6262,110.7328,991.709
2005/07/25,764.647,856.86,718.867,692.388,1103.7344,6309,109.3044,113.7203,110.9562,991.8425
2005/07/26,780.753,876.48,735.861,709.097,1107.6057,6339.57,109.3535,113.6403,110.8831,991.9086
2005/07/27,792.489,894.012,750.015,724.045,1103.0736,6363.45,109.3419,113.7066,110.6325,991.9716
2005/07/28,789.853,890.885,747.23,725.806,1107.8285,6435.61,109.3315,113.6166,111.1542,992.0253
2005/07/29,788.632,888.164,744.825,722.873,1105.578,6488.55,109.3427,113.7021,111.1491,992.0714
2005/08/01,789.996,891.607,750.488,729.902,1095.2183,6598.76,109.3273,113.7307,111.3666,992.2073
2005/08/02,797.348,903.598,763.29,744.005,1099.9368,6649.96,109.3565,113.8451,111.0915,992.2708
2005/08/03,797.744,909.57,769.752,751.893,1100.3683,6571.64,109.3452,114.0439,110.8429,992.3323
2005/08/04,795.145,904.15,765.262,747.568,1089.7229,6618.35,109.3773,113.8292,111.2227,992.3883
2005/08/05,812.329,923.803,787.819,772.151,1091.9923,6688.05,109.3495,113.9177,111.1084,992.4305
2005/08/08,812.722,927.471,800.117,783.726,1086.6077,6802.1,109.3727,113.9943,111.1394,992.571
2005/08/09,814.611,933.089,814.186,799.411,1083.9377,6733.16,109.4378,113.8843,110.8611,992.6317
2005/08/10,822.164,940.37,823.839,809.459,1070.263,6909.94,109.4501,113.6046,110.8754,992.693
2005/08/11,832.238,953.992,832.841,817.621,1079.7205,7018.27,109.4117,113.969,111.3523,992.7474
2005/08/12,822.329,938.316,816.386,803.443,1077.3987,7070.44,109.3725,114.0444,111.393,992.7926
2005/08/15,839.512,954.502,839.667,830.344,1076.2955,7022.47,109.5112,114.0323,110.9793,992.9313
2005/08/16,828.229,945.058,839.264,833.485,1074.0532,7029.08,109.5132,114.1688,111.3149,992.9933
2005/08/17,833.838,953.012,854.526,857.657,1069.8389,6804.2,109.5065,114.083,111.1452,993.0569
2005/08/18,814.291,920.671,820.664,826.424,1069.7217,6749.1,109.5254,114.2206,111.1701,993.1096
2005/08/19,817.685,923.038,820.869,827.464,1065.1976,6898.41,109.4597,114.3127,111.0591,993.1538
2005/08/22,823.083,931.673,831.496,836.515,1077.7953,6937.54,109.512,113.9961,111.4912,993.292
2005/08/23,818.053,923.414,816.914,819.17,1083.5573,6947.36,109.5087,114.1391,111.8152,993.3537
2005/08/24,825.453,930.651,826.716,830.999,1080.3012,7079.96,109.5087,114.0557,111.7305,993.4166
2005/08/25,823.576,930.118,836.418,843.884,1081.0112,7083.39,109.5345,114.1604,111.5477,993.4697
2005/08/26,822.197,928.258,840.431,848.024,1073.683,6999.68,109.505,114.3094,111.4608,993.5137
2005/08/29,811.312,917.371,832.248,842.154,1085.385,7204.7,109.5919,114.3497,111.6566,993.6506
2005/08/30,809.063,914.88,827.55,832.523,1083.9673,7509.23,109.5676,114.1721,111.4993,993.7132
2005/08/31,816.755,927.916,845.142,850.734,1093.8621,7471.14,109.5754,114.174,111.6342,993.7748
2005/09/01,827.9,944.559,865.405,870.712,1087.9905,7634.13,109.5512,114.2886,111.5538,993.8291
2005/09/02,829.463,947.871,872.485,880.862,1095.7538,7423.79,109.5671,114.3867,111.2203,993.8742
2005/09/05,829.341,952.717,884.29,891.156,1100.3737,7423.79,109.561,114.2777,111.4335,994.0055
2005/09/06,815.753,936.61,862.491,864.926,1100.4669,7305.83,109.5722,114.6244,111.5222,994.072
2005/09/07,825.118,952.758,888.125,893.582,1097.3607,7134.12,109.5884,114.4078,111.8677,994.1352
2005/09/08,827.116,955.282,889.69,897.373,1100.3225,7130.85,109.6015,114.3994,111.7078,994.1864
2005/09/09,823.639,949.065,879.503,887.997,1096.3378,7083.43,109.6202,114.2967,111.728,994.2313
2005/09/12,821.978,949.506,883.561,894.159,1086.2684,6958.55,109.598,114.5216,111.5626,994.3656
2005/09/13,829.92,963.774,904.311,915.497,1084.9243,6940.67,109.6491,114.4759,111.5317,994.4315
2005/09/14,834.013,970.193,914.983,927.815,1083.8431,7112.19,109.6796,114.5515,111.7253,994.492
2005/09/15,833.509,969.598,918.505,929.952,1081.6868,7081.34,109.6349,114.5808,111.8066,994.5427
2005/09/16,830.621,967.495,917.638,930.411,1077.3926,6918.35,109.6675,114.6901,111.6894,994.5863
2005/09/19,831.569,971.136,930.489,947.902,1077.2044,7387.94,109.678,114.7742,112.3422,994.7204
2005/09/20,827.266,961.919,924.16,947.284,1084.041,7270.14,109.6186,114.7335,112.2196,994.7886
2005/09/21,811.135,944.408,909.787,933.812,1086.8724,7336.37,109.6968,114.7167,112.2358,994.8574
2005/09/22,796.939,923.274,880.013,892.077,1095.5331,7367.45,109.6824,114.793,112.2469,994.9141
2005/09/23,793.163,916.154,868.549,874.667,1095.0062,7166.68,109.7084,115.0071,112.3961,994.9548
2005/09/26,793.73,918.485,874.84,884.285,1093.2311,7351.03,109.6935,114.9512,112.5973,995.0871
2005/09/27,782.235,904.214,856.958,859.634,1095.2844,7327.23,109.6929,114.7058,111.8347,995.1547
2005/09/28,782.998,903.719,852.359,857.46,1099.6181,7529.43,109.7498,114.8514,112.4497,995.2214
2005/09/29,792.251,915.975,871.291,876.566,1106.7147,7536.69,109.6927,115.0695,112.2167,995.2714
2005/09/30,793.652,917.392,869.509,870.957,1103.7411,7472.48,109.6804,115.0616,112.452,995.3149
2005/10/10,787.748,907.321,858.748,859.077,1123.553,7042.55,109.7888,115.0829,112.7394,995.7539
2005/10/11,796.071,919.72,878.623,879.88,1125.2026,7198.09,109.7871,115.3027,113.0594,995.8063
2005/10/12,795.324,923.485,887.711,889.599,1132.103,7228.97,109.7953,115.3475,112.9476,995.8499
2005/10/13,788.361,916.499,883.45,886.077,1135.6723,7119.61,109.7857,115.1529,113.0676,995.8876
2005/10/14,777.492,904.828,876.053,876.262,1129.6629,7049.58,109.7369,115.3489,112.9844,995.926
2005/10/17,769.321,897.623,878.757,879.27,1137.4524,7212.7,109.8127,115.4601,112.8503,996.106
2005/10/18,771.448,902.366,893.699,897.454,1139.5241,7063.86,109.7489,115.4776,112.5733,996.1645
2005/10/19,769.682,898.744,886.314,891.35,1131.5679,6997.76,109.8694,115.601,113.0699,996.206
2005/10/20,773.676,899.915,886.551,891.058,1132.618,6846.48,109.864,115.6707,113.2402,996.2445
2005/10/21,774.058,904.414,895.027,897.639,1115.8031,6864.1,109.8562,115.9073,113.5551,996.2813
2005/10/24,771.154,906.652,897.757,897.355,1121.6539,6819.95,109.8865,115.9175,114.0223,996.4627
2005/10/25,765.029,894.272,877.577,876.636,1116.2926,7095.73,109.7906,115.805,113.5915,996.5206
2005/10/26,749.125,875.82,854.028,853.183,1116.458,6949.01,109.881,115.9773,113.7413,996.5637
2005/10/27,751.261,875.849,847.593,837.336,1112.7322,6930.35,109.8794,115.9296,113.9419,996.6009
2005/10/28,749.964,867.729,825.063,806.557,1112.9156,6890.4,109.8653,115.7298,113.9743,996.6388
2005/10/31,759.239,876.282,828.659,812.452,1108.3012,6700.94,109.9025,115.5786,113.6982,996.8203
2005/11/01,757.053,872.865,823.328,804.35,1116.5354,6672.66,109.8549,115.7072,112.9681,996.8947
2005/11/02,762.938,882.478,840.316,826.51,1115.8226,6632.28,109.8395,115.6882,113.8815,996.9367
2005/11/03,755.777,874.575,828.906,818.951,1116.9273,6781.96,109.8715,115.7227,113.9862,996.9753
2005/11/04,758.924,878.361,835.122,826.766,1118.2534,6687.33,109.8638,115.5522,113.6518,997.0134
2005/11/07,754.201,877.278,842.002,837.67,1110.9391,6644.72,109.9016,115.6917,114.0569,997.192
2005/11/08,758.322,881.524,848.965,846.564,1110.2144,6647.89,109.8888,115.1443,113.3721,997.2559
2005/11/09,756.171,879.252,845.11,842.774,1104.0454,6602.09,109.8864,114.9417,112.8434,997.2989
2005/11/10,746.352,862.968,821.269,816.009,1106.8168,6487.7,109.8782,114.7742,113.1521,997.34
2005/11/11,746.45,864.79,823.956,822.673,1112.1862,6498.78,109.8385,114.7432,112.3896,997.3793
2005/11/14,743.345,862.149,827.569,827.478,1115.4924,6509.44,109.8689,115.1118,112.9508,997.5572
2005/11/15,739.234,856.635,820.491,821.064,1113.6891,6440.77,109.8911,115.1203,112.5845,997.6189
2005/11/16,744.138,863.119,826.692,827.588,1113.5696,6554.79,109.9156,114.9029,112.7346,997.6654
2005/11/17,743.799,862.658,825.797,828.645,1109.9116,6454.03,109.8819,114.9461,112.3473,997.706
2005/11/18,760.566,882.241,843.738,848.778,1102.1426,6402.74,109.8792,114.7332,112.4346,997.7466
2005/11/21,758.555,883.871,846.958,855.432,1102.1674,6420.08,109.8681,114.7963,112.8596,997.9232
2005/11/22,747.307,869.617,831.771,833.585,1104.9824,6502.07,109.8999,114.7418,112.6914,997.9849
2005/11/23,754.156,876.229,838.117,841.307,1091.6368,6462.91,109.8883,114.615,112.1365,998.0301
2005/11/24,761.662,881.493,841.699,845.476,1091.2416,6462.91,109.9007,114.9415,112.5289,998.0709
2005/11/25,766.678,884.105,841.13,847.343,1095.7082,6450.39,109.9406,114.9023,112.2744,998.1112
2005/11/28,762.905,880.167,838.342,846.429,1076.2544,6352.57,109.8474,114.5023,111.6893,998.2868
2005/11/29,755.293,871.31,827.005,835.306,1078.0268,6315.95,109.8517,114.3187,111.7982,998.3465
2005/11/30,759.633,873.825,829.5,839.24,1088.2093,6443.1,109.8845,114.6521,112.0547,998.3946
2005/12/01,758.936,873.067,828.193,835.386,1087.3426,6590.97,109.8977,114.4877,112.0895,998.4367
2005/12/02,757.021,869.936,817.864,821.715,1099.4798,6728.4,109.8252,114.5953,113.4053,998.4751
2005/12/05,751.353,859.61,796.926,794.322,1105.7988,6760.23,109.8714,114.2717,114.7512,998.6433
2005/12/06,760.202,866.075,798.878,796.987,1111.2331,6721.19,109.9102,114.7559,114.873,998.7022
2005/12/07,767.543,873.838,806.778,805.528,1111.1714,6691.95,109.8813,114.7296,113.7122,998.7576
2005/12/08,765.555,874.056,805.561,802.541,1115.1698,6902.74,109.8845,115.0332,113.0001,998.8001
2005/12/09,777.031,887.358,819.2,816.955,1126.5005,6771.96,109.9022,115.0858,112.4863,998.8386
2005/12/12,774.709,888.518,824.518,823.324,1145.7099,6933.81,109.9146,115.2651,113.1436,999.0087
2005/12/13,773.589,889.101,824.861,822.533,1137.6471,7011.47,109.936,115.4395,113.1147,999.0667
2005/12/14,778.494,898.153,832.513,831.797,1147.3958,6925.49,109.9224,115.4273,113.0835,999.1293
2005/12/15,778.233,896.434,827.539,824.607,1139.3101,6796.21,109.9212,115.5274,113.3831,999.1702
2005/12/16,782.04,902.561,834.537,831.961,1143.4746,6655.68,109.9306,115.4894,113.3995,999.2098
2005/12/19,781.804,902.91,834.712,834.02,1152.4484,6620.69,109.9294,115.5074,113.1394,999.3815
2005/12/20,787.234,907.318,836.119,835.007,1154.3631,6627.61,109.9564,115.5401,113.1482,999.4399
2005/12/21,783.984,903.144,830.766,823.371,1149.7227,6678.78,109.9289,115.7096,113.1399,999.5009
2005/12/22,787.388,908.754,835.503,826.909,1163.4914,6575.47,109.9868,115.5574,112.8043,999.5468
2005/12/23,791.441,915.89,845.589,834.717,1165.7215,6526.71,109.9131,115.8686,112.1066,999.5866
2005/12/26,795.559,922.378,853.169,841.206,1176.6086,6526.71,110.0625,115.8611,113.1746,999.7587
2005/12/27,792.155,919.36,854.526,841.925,1175.0176,6400,110.0227,115.9564,113.518,999.8176
2005/12/28,793.54,920.919,857.206,844.074,1174.4707,6550.37,110.008,115.6124,113.2967,999.8833
2005/12/29,801.899,932.031,866.747,852.386,1168.1141,6556.84,110.0042,115.3109,113.5644,999.9546
2005/12/30,796.396,923.451,860.131,842.736,1167.0793,6627.92,110.0239,115.2979,113.1464,1000
2006/01/04,812.597,941.428,871.73,852.531,1191.1024,6736.52,110.0418,115.4339,112.5908,1000.2693
2006/01/05,827.836,959.134,882.732,865.698,1193.2653,6638.18,110.0038,115.6867,112.8046,1000.3347
2006/01/06,836.895,970.032,891.94,872.818,1197.8082,6728.18,109.9595,115.7131,113.6451,1000.3843
2006/01/09,838.292,975.253,905.068,886.656,1194.9653,6648.52,110.0356,116.0963,113.7107,1000.4872
2006/01/10,838.563,978.154,911.191,889.152,1198.5312,6619.88,110.0823,116.269,113.8282,1000.5249
2006/01/11,832.276,973.477,906.496,880.909,1194.8152,6613.39,110.0724,116.3637,113.8704,1000.6477
2006/01/12,836.579,983.716,927.42,899.809,1193.3179,6597.79,110.072,116.3966,114.1886,1000.7131
2006/01/13,831.136,978.809,932.499,904.611,1192.3687,6603.97,110.0913,116.344,114.3012,1000.7657
2006/01/16,814.891,961.439,920.332,892.798,1208.1026,6603.97,110.117,116.3079,114.1295,1000.8753
2006/01/17,818.355,964.29,919.279,891.538,1203.4341,6796.94,110.1319,116.4481,114.6171,1000.9132
2006/01/18,835.15,983.622,939.136,908.856,1184.8447,6703.38,110.1057,116.437,114.674,1001.0283
2006/01/19,840.591,991.222,949.913,914.31,1198.3738,6790.97,110.0881,116.3661,114.67,1001.0936
2006/01/20,840.376,993.34,952.769,908.661,1197.7529,6917.2,110.1537,116.2506,114.6562,1001.1446
2006/01/23,840.128,996.162,961.069,909.728,1203.9016,6855.92,110.1591,116.1965,114.3661,1001.2534
2006/01/24,838.46,999.093,960.353,903.843,1205.7268,6805.01,110.1707,116.1939,114.3504,1001.2931
