,指数收盘点位,,,,,,,,,
时间,股票,,,,大宗商品,,债券,,,现金及其等价物
,上证50,沪深300,中证500,中证1000,南华商品指数,标普高盛商品全收益指数,中债-综合财富(1年以下)指数,中债-综合财富(3-5年)指数,中债-综合财富(7-10年)指数,货币基金
2020/09/01,3355.096,4842.1223,6710.4599,7258.8872,1529.53,1799.76,177.6276,208.5919,204.6513,1571.462
2020/09/02,3347.3042,4843.887,6717.5579,7272.6243,1525.93,1769.58,177.6309,208.4156,204.2594,1571.5406
2020/09/03,3334.4119,4817.0952,6662.2515,7189.8606,1513.52,1755.26,177.6378,208.2855,204.2462,1571.6198
2020/09/04,3309.2096,4770.219,6618.5762,7182.1053,1508.4,1736.5,177.641,208.2073,204.1374,1571.7026
2020/09/07,3253.4259,4669.3677,6478.8124,7057.1942,1498.77,1736.5,177.6656,208.107,204.0439,1571.9431
2020/09/08,3289.9142,4694.3894,6525.098,7103.0863,1499.36,1673.75,177.6671,208.1412,204.2016,1572.0246
2020/09/09,3235.7032,4584.5887,6349.2234,6877.602,1456.05,1696.33,177.6827,208.3778,204.6687,1572.107
2020/09/10,3245.5017,4581.9775,6235.5687,6633.8901,1456.62,1684.86,177.6957,208.5241,204.7409,1572.1892
2020/09/11,3265.4966,4627.2826,6311.967,6742.0594,1459.49,1686.43,177.7097,208.4481,204.1766,1572.2752
2020/09/14,3294.1507,4651.0507,6351.2422,6848.3586,1473.15,1688.83,177.7508,208.4185,204.0538,1572.521
2020/09/15,3317.6402,4688.4826,6387.8805,6881.5858,1467.44,1701.9,177.775,208.5551,204.2873,1572.605
2020/09/16,3295.5836,4657.3584,6353.836,6812.9115,1465.75,1735.68,177.7956,208.6753,204.275,1572.6909
2020/09/17,3264.6864,4632.7142,6367.0206,6825.1524,1458.94,1756.6,177.8131,208.6801,204.2283,1572.7758
2020/09/18,3347.7784,4737.0887,6469.4692,6929.7672,1481.95,1765.48,177.8241,208.7431,204.3153,1572.8672
2020/09/21,3311.5936,4691.4281,6445.9649,6927.1898,1468.19,1712.88,177.8667,208.955,204.5424,1573.1202
2020/09/22,3270.519,4635.7608,6358.652,6815.777,1443.52,1715.84,177.8798,209.0111,204.7718,1573.2099
2020/09/23,3275.7387,4652.3273,6392.0329,6862.9655,1431.89,1714.71,177.8976,209.0243,204.724,1573.3014
2020/09/24,3218.716,4563.0657,6244.6389,6675.1518,1424.28,1718.34,177.9147,209.0124,204.7778,1573.3911
2020/09/25,3229.7769,4570.0216,6236.8904,6634.3886,1431.6,1717.18,177.9216,208.9165,204.3658,1573.492
2020/09/28,3250.5018,4581.9085,6178.4693,6550.3689,1426.63,1728.71,177.958,208.9045,204.5209,1573.7628
2020/09/29,3241.323,4591.7993,6228.7708,6621.0317,1435.54,1700.69,177.9593,208.9016,204.4649,1573.8566
2020/09/30,3232.4183,4587.3953,6192.5045,6617.1587,1427.01,1726.81,177.982,208.7698,204.2892,1573.9592
2020/10/09,3286.8572,4681.1412,6357.9711,6822.3647,1470.47,1767.72,178.1301,208.8118,203.912,1574.7624
2020/10/12,3387.8848,4823.1578,6541.176,7036.2753,1480.53,1741.29,178.172,208.843,203.961,1575.0387
2020/10/13,3386.893,4839.201,6551.3987,7053.8711,1474.8,1751.14,178.1843,208.8399,203.9633,1575.1316
2020/10/14,3369.4978,4807.1021,6508.3743,6988.6091,1470.55,1769.68,178.198,208.8235,203.8421,1575.222
2020/10/15,3371.4014,4798.7361,6460.0408,6926.8462,1472.29,1774.64,178.2091,208.8389,203.7841,1575.311
2020/10/16,3380.1689,4791.676,6428.6822,6906.3883,1476.46,1771.66,178.2159,208.8606,203.857,1575.4056
2020/10/19,3354.3075,4755.4879,6358.3213,6858.3558,1474.9,1769.38,178.2612,209.0255,204.2276,1575.6695
2020/10/20,3363.503,4793.4672,6423.1128,6923.3842,1481.54,1782.33,178.2758,209.1131,204.323,1575.7592
2020/10/21,3377.4246,4792.8284,6350.0127,6815.0928,1490.37,1759.47,178.2907,209.2631,204.5936,1575.8485
2020/10/22,3369.53,4777.9845,6317.1438,6771.8073,1484.41,1766.2,178.3047,209.4534,204.8517,1575.9378
2020/10/23,3346.608,4718.4881,6213.2626,6641.3292,1470.9,1752.94,178.3157,209.4977,204.8,1576.0343
2020/10/26,3304.7036,4691.2359,6214.3779,6648.521,1457.54,1725.44,178.3552,209.5553,204.775,1576.3018
2020/10/27,3294.0881,4699.2792,6221.3414,6682.5376,1463.79,1745.58,178.3577,209.6876,205.0217,1576.3941
2020/10/28,3313.2314,4737.2718,6245.9986,6685.429,1473.11,1693.31,178.3573,209.7211,204.965,1576.488
2020/10/29,3324.4397,4772.9198,6255.1933,6674.7417,1443.82,1666.96,178.3668,209.79,205.0082,1576.5816
2020/10/30,3280.3835,4695.3338,6111.4803,6511.1579,1423.75,1665.08,178.3742,209.7842,205.0661,1576.6815
2020/11/02,3265.8963,4720.8313,6143.1157,6513.7878,1422.97,1685.7,178.4187,209.89,205.2474,1576.9628
2020/11/03,3307.4846,4777.5608,6241.7676,6647.575,1437.33,1702.69,178.4398,210.0077,205.439,1577.0571
2020/11/04,3332.1901,4813.6564,6234.158,6632.6822,1452.29,1733.58,178.4575,210.072,205.6019,1577.1509
2020/11/05,3369.5029,4885.1118,6351.9789,6754.9495,1445.65,1734.13,178.47,210.1013,205.5757,1577.2446
2020/11/06,3359.1193,4885.7178,6301.2477,6688.6623,1446.32,1704.65,178.4788,210.0745,205.4529,1577.341
2020/11/09,3418.2753,4981.3497,6421.6506,6851.9834,1464.1,1758,178.5143,210.0568,205.2406,1577.617
2020/11/10,3416.1408,4953.8756,6373.0853,6779.4907,1470.88,1791.84,178.5144,210.0091,205.3029,1577.71
2020/11/11,3411.2295,4904.8981,6294.6055,6663.7308,1492.98,1791.95,178.4613,210.0047,205.4943,1577.8043
2020/11/12,3397.3544,4908.463,6315.4938,6676.4219,1485.79,1782.08,178.4476,209.9103,205.2653,1577.8982
2020/11/13,3338.3101,4856.8513,6306.97,6686.3913,1482.29,1763.43,178.4201,209.7069,205.1744,1577.9995
2020/11/16,3377.11,4904.1716,6387.371,6747.8105,1497.37,1785.37,178.4391,209.7734,205.3217,1578.2827
2020/11/17,3379.2742,4894.786,6336.9406,6681.7234,1495.42,1789.82,178.4304,209.7071,205.2839,1578.3822
2020/11/18,3387.0447,4891.6716,6341.0136,6682.1248,1494.29,1803.01,178.4054,209.5525,205.1824,1578.4795
2020/11/19,3410.0937,4927.9891,6360.5998,6718.4582,1503.7,1790.97,178.3819,209.3567,204.9677,1578.5769
2020/11/20,3411.9323,4943.2882,6422.9854,6766.0605,1511.81,1808.78,178.3471,209.2671,205.0586,1578.6784
2020/11/23,3469.8046,5005.0273,6472.9301,6807.7175,1516.49,1826.32,178.3959,209.4562,205.5557,1578.9682
2020/11/24,3442.7229,4974.2855,6475.1881,6807.9974,1533.15,1866.07,178.4034,209.4528,205.4698,1579.0702
2020/11/25,3420.2916,4910.7,6350.3667,6691.8739,1536.92,1875.12,178.4156,209.5441,205.7756,1579.1717
2020/11/26,3445.7388,4919.5912,6334.3042,6643.1846,1540.41,1875.12,178.4224,209.5827,205.7762,1579.275
2020/11/27,3498.6589,4980.765,6351.6119,6641.7734,1550.15,1877.49,178.4446,209.5751,205.6982,1579.3863
2020/11/30,3469.4178,4960.2519,6320.9441,6622.3592,1541.45,1865.57,178.5296,209.9216,206.1846,1579.696
2020/12/01,3554.0139,5067.0983,6426.6155,6713.2303,1545.79,1855.73,178.57,209.92,205.9901,1579.8029
2020/12/02,3545.3401,5067.1447,6434.9791,6735.712,1548.86,1868.86,178.5875,209.8298,205.7805,1579.906
2020/12/03,3536.8144,5057.0603,6440.8808,6711.8429,1548.2,1870.84,178.6003,209.8442,205.6538,1580.0094
2020/12/04,3541.5209,5065.9163,6464.7345,6746.6295,1567.09,1879.88,178.6174,209.8982,205.7836,1580.1239
2020/12/07,3509.9419,5022.2351,6424.6823,6733.002,1577.14,1868.4,178.6734,209.9506,205.8371,1580.4285
2020/12/08,3499.0572,5009.8786,6423.6513,6734.372,1562.86,1863.4,178.6974,210.0367,205.9791,1580.5358
2020/12/09,3468.5269,4942.6986,6307.2207,6602.5166,1569.52,1870.38,178.7274,210.0586,205.8966,1580.6422
2020/12/10,3459.0346,4940.5249,6320.0956,6605.1915,1578.75,1904.69,178.7657,210.1157,206.0219,1580.747
2020/12/11,3427.8565,4889.6292,6209.427,6498.2391,1597.71,1900.89,178.7826,209.9916,205.7498,1580.8617
2020/12/14,3467.7669,4934.8352,6259.0175,6576.8161,1600.16,1908.34,178.8307,210.0471,205.8512,1581.1712
2020/12/15,3468.8286,4945.1,6265.5819,6596.503,1606.75,1923.29,178.8592,210.1771,206.0673,1581.28
2020/12/16,3485.4049,4953.867,6235.4352,6543.3624,1616.15,1931.84,178.8988,210.3192,206.0612,1581.3889
2020/12/17,3539.5401,5017.4784,6308.9013,6597.8596,1644.69,1953,178.9354,210.3367,206.043,1581.4943
2020/12/18,3507.9743,4999.9678,6291.918,6573.4036,1668.02,1969.94,178.9644,210.3556,206.0135,1581.6082
2020/12/21,3522.262,5046.8396,6398.5987,6691.5884,1692.13,1941.75,179.026,210.5328,206.3034,1581.9207
2020/12/22,3470.9024,4964.7727,6250.0606,6549.9694,1633.7,1924.9,179.0613,210.7028,206.8213,1582.0364
2020/12/23,3494.5868,5007.1235,6307.604,6601.2429,1621.17,1953.17,179.0931,210.7861,206.8286,1582.1503
2020/12/24,3489.2742,5000.0154,6205.2247,6496.3259,1648.43,1953.8,179.1151,210.7302,206.6486,1582.2624
2020/12/25,3512.4862,5042.0137,6278.4981,6561.2749,1667.72,1953.8,179.1391,210.8344,206.9266,1582.3863
2020/12/28,3523.8369,5064.4147,6244.4818,6519.4714,1650.09,1940.11,179.2,210.9633,207.0556,1582.7189
2020/12/29,3517.35,5042.9361,6199.8523,6477.2617,1634.98,1953.89,179.2233,211.0415,207.0875,1582.8382
2020/12/30,3574.1307,5113.7105,6269.2484,6526.8785,1638.34,1969.08,179.2493,211.2403,207.4247,1582.9524
2020/12/31,3640.6389,5211.2885,6367.1149,6646.4735,1644.97,1976.96,179.3058,211.3113,207.3886,1583.071
2021/01/04,3643.3592,5267.7181,6482.7868,6798.7644,1682.7,1970.19,179.3981,211.2375,207.2238,1583.5075
2021/01/05,3683.3634,5368.5049,6539.7315,6807.4471,1679.56,2030.94,179.4317,211.3682,207.4089,1583.6196
2021/01/06,3736.648,5417.6677,6528.1425,6724.9502,1697.26,2040.94,179.4764,211.5103,207.4928,1583.7308
2021/01/07,3808.0695,5513.6568,6538.1162,6616.5524,1725.45,2044.08,179.5279,211.6484,207.6099,1583.8385
2021/01/08,3788.3191,5495.4306,6557.5964,6585.3587,1724.16,2063.4,179.5625,211.7242,207.6166,1583.9476
2021/01/11,3776.5293,5441.1583,6455.3987,6475.9548,1675.98,2054.82,179.6237,211.7735,207.5694,1584.259
2021/01/12,3906.1225,5596.3525,6543.2286,6564.7354,1689.61,2090.94,179.6497,211.9243,207.7666,1584.3639
2021/01/13,3873.2285,5577.9711,6496.9131,6513.6399,1695.75,2087.32,179.6812,212.1262,208.0056,1584.4682
2021/01/14,3811.2242,5470.4563,6439.8854,6506.8268,1684.35,2103.25,179.7074,212.2872,208.1788,1584.5697
2021/01/15,3817.9345,5458.0812,6417.5011,6528.461,1687.18,2078.23,179.7081,212.124,207.9487,1584.6789
2021/01/18,3849.3982,5518.5205,6514.4644,6652.0961,1693.31,2078.23,179.714,211.8866,207.8117,1584.9833
2021/01/19,3808.694,5437.5234,6476.3736,6614.0707,1677.23,2081.07,179.6848,211.9083,207.8387,1585.0894
2021/01/20,3814.6537,5476.4336,6535.4185,6671.4485,1685.91,2087.47,179.6912,212.0074,207.8667,1585.1921
2021/01/21,3850.0559,5564.9693,6622.4959,6745.1085,1694.59,2086.05,179.7168,212.1844,208.1146,1585.2956
2021/01/22,3846.3945,5569.776,6637.8052,6721.9167,1667.13,2057.4,179.736,212.2547,208.1632,1585.4081
2021/01/25,3898.1473,5625.9232,6645.3137,6657.2723,1667.16,2077.07,179.7756,212.2565,208.192,1585.7193
2021/01/26,3813.2902,5512.9678,6532.961,6534.0973,1648.76,2088.36,179.7325,212.0532,207.8327,1585.8285
2021/01/27,3818.2682,5528.0034,6557.1608,6537.7538,1670.63,2085.83,179.6838,211.9732,207.8106,1585.9346
2021/01/28,3735.0337,5377.1427,6414.3811,6399.1265,1646,2072.53,179.5983,211.7078,207.4846,1586.0422
2021/01/29,3713.2471,5351.9646,6346.1371,6304.1181,1652.5,2074.7,179.5505,211.6737,207.5022,1586.155
2021/02/01,3746.3717,5417.6484,6393.278,6345.8142,1661.08,2104.99,179.6383,211.8602,207.652,1586.479
2021/02/02,3771.47,5501.0915,6454.7853,6417.4609,1652.17,2122.89,179.6948,211.8877,207.6826,1586.594
2021/02/03,3775.7224,5485.2008,6399.3315,6307.3903,1646.83,2145.12,179.7123,211.7234,207.3983,1586.7037
2021/02/04,3801.6178,5473.9475,6328.7881,6167.7466,1676.47,2152.95,179.7094,211.6418,207.2,1586.8119
2021/02/05,3840.7663,5483.414,6239.8709,6045.297,1685.81,2168.83,179.7113,211.6167,207.2095,1586.9252
2021/02/08,3890.4654,5564.5618,6323.1622,6088.8187,1701.75,2202.8,179.7555,211.6356,207.146,1587.2397
2021/02/09,3952.8276,5686.2502,6457.8814,6254.0114,1727.48,2211.69,179.7983,211.7322,207.28,1587.3506
2021/02/10,4028.5289,5807.7191,6525.1658,6303.3064,1718.42,2210.57,179.833,211.7328,207.0914,1587.4744
2021/02/18,4014.3241,5768.3814,6614.5443,6404.5949,1789.55,2273.99,179.9722,211.6307,206.7686,1588.3012
2021/02/19,4014.4564,5778.842,6703.4821,6527.6465,1788.77,2261.05,180.0069,211.7265,207.0068,1588.4088
2021/02/22,3881.8681,5597.3327,6657.056,6534.5739,1813.64,2313.07,180.0681,211.8082,207.0365,1588.7172
2021/02/23,3897.7164,5579.6681,6631.2286,6489.9615,1832.24,2314.32,180.0861,211.8759,207.0609,1588.8217
2021/02/24,3805.4719,5437.5683,6536.1861,6437.8367,1830.5,2353.48,180.1071,211.9812,207.1511,1588.9291
2021/02/25,3851.029,5469.5584,6499.1528,6399.3466,1866.07,2350.45,180.1251,211.9938,207.147,1589.0365
2021/02/26,3756.8597,5336.7609,6364.3529,6325.4046,1829.1,2294.25,180.1403,211.9662,207.0169,1589.1444
2021/03/01,3787.8695,5418.7837,6488.4388,6495.1565,1821.21,2273.27,180.1861,212.0511,207.3538,1589.4491
2021/03/02,3718.7739,5349.6301,6433.3282,6466.6317,1797.31,2270.1,180.1952,212.1168,207.4081,1589.553
2021/03/03,3817.4128,5452.2125,6524.7513,6553.596,1811.59,2282.83,180.2086,212.128,207.3877,1589.6569
2021/03/04,3708.6606,5280.7058,6401.9917,6434.894,1803.89,2315.25,180.2293,212.1414,207.3534,1589.7619
2021/03/05,3688.6818,5262.7958,6403.4964,6456.2791,1799.4,2363.47,180.248,212.1865,207.5374,1589.8665
2021/03/08,3573.431,5080.0246,6256.4092,6327.6493,1823.6,2344.47,180.296,212.2786,207.7052,1590.1658
2021/03/09,3509.6137,4970.9994,6108.0027,6126.2831,1772.35,2330.28,180.3129,212.273,207.6878,1590.2698
2021/03/10,3532.0523,5003.6121,6062.2552,6078.2443,1762.94,2332.18,180.3024,212.3302,207.8662,1590.372
2021/03/11,3625.3052,5128.2156,6213.8319,6219.6635,1790.23,2369.66,180.3185,212.3684,207.8925,1590.4751
2021/03/12,3632.5784,5146.3786,6222.3802,6220.4779,1779.42,2363.91,180.3289,212.3329,207.8383,1590.5799
2021/03/15,3566.8773,5035.5441,6173.8721,6177.7382,1783.38,2362.43,180.3705,212.3529,207.7722,1590.878
2021/03/16,3599.1646,5079.3624,6195.2438,6233.463,1772.04,2354.15,180.384,212.3682,207.8836,1590.9808
2021/03/17,3590.8339,5100.8581,6225.3588,6277.5814,1784.32,2346.59,180.4006,212.4065,208.0091,1591.0835
2021/03/18,3605.6047,5141.7681,6273.8556,6298.8857,1777.84,2253.8,180.415,212.4404,208.039,1591.1864
2021/03/19,3512.0203,5007.0907,6206.6023,6250.8147,1720.64,2281.74,180.4306,212.5085,208.1859,1591.2946
2021/03/22,3538.4271,5057.152,6305.6919,6359.6002,1724.22,2284.29,180.4841,212.6505,208.3255,1591.5967
2021/03/23,3516.3626,5009.2459,6219.1666,6289.0012,1734.44,2215.89,180.5024,212.7235,208.3955,1591.7
2021/03/24,3466.0422,4928.6853,6142.5439,6196.267,1723.74,2277.53,180.5253,212.8526,208.693,1591.802
2021/03/25,3463.8727,4926.3469,6157.4072,6190.712,1726.35,2220.25,180.5486,212.9114,208.7366,1591.9072
2021/03/26,3529.7282,5037.9899,6251.7941,6301.3414,1739.82,2276.53,180.5622,212.9141,208.7337,1592.0132
2021/03/29,3537.711,5046.8773,6254.9426,6326.6093,1754.56,2279.23,180.6079,212.9692,208.7851,1592.3149
2021/03/30,3577.2434,5094.7291,6280.359,6301.5848,1755.46,2252.28,180.6267,212.9727,208.8926,1592.4185
2021/03/31,3539.3696,5048.3607,6254.0695,6293.3922,1743.57,2244.83,180.6458,213.0224,208.9353,1592.5222
2021/04/01,3582.6499,5110.7768,6311.6644,6335.7913,1753.17,2276.58,180.6709,213.0572,208.9786,1592.6243
2021/04/02,3616.7636,5161.5569,6326.6059,6361.2515,1789.62,2276.58,180.691,213.1322,209.0515,1592.7296
2021/04/06,3594.7093,5140.3418,6343.0962,6421.4868,1773.42,2250.41,180.7616,213.1694,209.0773,1593.1263
2021/04/07,3558.4688,5103.7428,6348.0761,6422.7617,1778.19,2257.03,180.7779,213.1465,209.0502,1593.2253
2021/04/08,3573.037,5112.2086,6356.7526,6404.1284,1769.89,2270.41,180.795,213.1482,209.0205,1593.3234
2021/04/09,3514.1106,5035.3374,6335.2393,6399.5218,1764.39,2263.29,180.8111,213.181,209.166,1593.4262
2021/04/12,3477.0654,4947.7459,6226.4182,6263.3991,1751.65,2259.42,180.8645,213.2889,209.3587,1593.7174
2021/04/13,3461.4592,4939.6438,6209.7801,6231.1394,1767.74,2275.12,180.8941,213.5006,209.7804,1593.8162
2021/04/14,3469.1727,4980.6279,6277.2111,6320.0672,1778.06,2341.5,180.9148,213.5955,209.8168,1593.9144
2021/04/15,3431.4931,4948.9741,6276.4609,6296.6084,1806.53,2354.16,180.9307,213.639,209.8835,1594.0123
2021/04/16,3448.1042,4966.1811,6339.5906,6368.846,1822.67,2347.3,180.9405,213.6741,209.9187,1594.115
2021/04/19,3513.3953,5087.0165,6425.2606,6477.388,1817.88,2356.22,180.9937,213.7849,210.0917,1594.4111
2021/04/20,3510.1239,5083.3654,6428.5411,6457.6294,1832.13,2350.18,181.0158,213.8694,210.1635,1594.5128
2021/04/21,3516.0976,5098.7449,6420.2587,6457.7147,1822.6,2339.92,181.0458,213.9621,210.2328,1594.6116
2021/04/22,3487.4271,5089.2435,6445.4657,6485.2112,1821.73,2354.68,181.0703,213.9943,210.2232,1594.7099
2021/04/23,3524.0216,5135.4534,6462.7558,6453.3025,1832.01,2373.13,181.0923,214.0064,210.1955,1594.8134
2021/04/26,3467.6605,5077.2372,6442.6451,6431.0888,1842.07,2390.97,181.1317,213.8836,209.972,1595.1127
2021/04/27,3476.3018,5090.5195,6446.2822,6400.9046,1864.87,2410.89,181.1537,213.8572,209.9067,1595.2156
2021/04/28,3473.0389,5119.2421,6489.7441,6437.2467,1861.61,2425.09,181.1833,213.8699,209.964,1595.3156
2021/04/29,3517.2104,5164.1692,6491.9281,6405.1028,1876.82,2443.04,181.212,213.918,210.0513,1595.4152
2021/04/30,3491.1877,5123.489,6485.7075,6382.1364,1861.45,2429.59,181.2259,213.9804,210.2454,1595.5228
2021/05/06,3449.9385,5061.1244,6489.3485,6398.4374,1923.45,2492.06,181.3252,214.1786,210.5176,1596.0963
2021/05/07,3406.3103,4996.0527,6444.4429,6320.2529,1944.47,2511.61,181.3482,214.2655,210.5215,1596.2001
2021/05/10,3399.9849,4992.422,6475.9938,6338.5735,1986.27,2500.64,181.3981,214.3738,210.61,1596.4892
2021/05/11,3437.7135,5023.0595,6456.0376,6343.8627,1959.81,2517.15,181.4217,214.489,210.7354,1596.586
2021/05/12,3447.8617,5044.5481,6512.0501,6420.3372,1995.62,2527.27,181.4421,214.6101,210.8107,1596.6845
2021/05/13,3413.8886,4992.9738,6439.0273,6375.0148,1941.29,2453.89,181.4535,214.5959,210.7325,1596.7806
2021/05/14,3503.037,5110.5901,6525.8036,6462.4764,1897.74,2470.55,181.4612,214.636,210.804,1596.8812
2021/05/17,3539.9125,5184.9853,6578.1402,6457.2768,1917.19,2498.98,181.5045,214.6302,210.7846,1597.1659
2021/05/18,3537.6963,5187.6013,6599.5985,6486.8215,1949.49,2491.8,181.5159,214.6474,210.846,1597.2623
2021/05/19,3511.4674,5172.272,6584.3869,6488.9489,1899.6,2434.33,181.5329,214.7791,211.0718,1597.3598
2021/05/20,3522.4512,5186.412,6548.7111,6482.8358,1871.21,2410.27,181.5551,214.9047,211.3552,1597.4573
2021/05/21,3481.8619,5134.1483,6527.864,6480.3741,1837.48,2429.32,181.5718,215.0451,211.6928,1597.5591
2021/05/24,3497.7469,5155.5875,6544.1218,6537.8571,1838.66,2466.98,181.6219,215.0935,211.7225,1597.8464
2021/05/25,3641.2918,5318.478,6619.6707,6615.7141,1848.58,2458.65,181.6006,215.1172,211.7377,1597.9466
2021/05/26,3657.1898,5320.5927,6628.2065,6644.751,1828.02,2465.28,181.614,215.1799,211.9379,1598.0436
2021/05/27,3664.9417,5338.2329,6685.4054,6705.0451,1838.55,2499.92,181.6263,215.1695,211.8724,1598.1396
2021/05/28,3659.2957,5321.0886,6668.1696,6694.3457,1865.33,2490.86,181.6255,215.1236,211.7749,1598.2434
2021/05/31,3650.2245,5331.5696,6728.9906,6814.3631,1878.74,2490.86,181.665,215.1712,211.901,1598.5273
2021/06/01,3650.9034,5341.6798,6739.7624,6854.7336,1915.29,2533.35,181.6818,215.2392,211.9781,1598.6264
2021/06/02,3622.3976,5289.9736,6681.4285,6759.459,1904.77,2548.44,181.6986,215.212,211.8562,1598.7237
2021/06/03,3591.1561,5255.2855,6667.7264,6754.0697,1932.26,2528.33,181.7164,215.2762,211.913,1598.8208
2021/06/04,3612.7014,5282.2772,6693.0574,6785.8035,1904.19,2560.49,181.7198,215.183,211.6729,1598.9206
2021/06/07,3601.1091,5277.6271,6721.5019,6861.8502,1881.71,2546.32,181.7452,215.0592,211.4363,1599.2052
2021/06/08,3580.2836,5232.1165,6684.5626,6809.8642,1888.1,2566.41,181.7493,215.0438,211.5417,1599.3037
2021/06/09,3587.5321,5236.4493,6692.9049,6823.4073,1909.7,2567.92,181.7577,215.0596,211.549,1599.3992
2021/06/10,3607.6792,5271.4661,6765.6436,6898.2061,1903.58,2576.52,181.7774,215.1687,211.6787,1599.4953
2021/06/11,3576.7773,5224.703,6725.9152,6852.9728,1940.99,2578.6,181.7806,215.1522,211.5422,1599.5969
2021/06/15,3528.6683,5166.5597,6663.6623,6815.1187,1916.15,2567.25,181.8383,215.1945,211.5609,1599.9699
2021/06/16,3486.2876,5080.4909,6566.286,6673.2446,1901.53,2568.7,181.8484,215.1751,211.543,1600.068
2021/06/17,3481.6004,5101.8924,6616.174,6787.6684,1907.42,2498.54,181.8512,215.1203,211.4501,1600.164
2021/06/18,3454.5885,5102.4657,6657.7635,6863.7156,1873.27,2520.48,181.8552,215.1294,211.5024,1600.2657
2021/06/21,3431.2522,5090.3854,6707.1762,6968.2963,1853.49,2547.1,181.8934,215.2753,211.803,1600.5451
2021/06/22,3464.7057,5122.1583,6739.7939,7000.2518,1878.81,2546.25,181.902,215.3294,211.8685,1600.6431
2021/06/23,3471.3411,5147.3938,6789.9464,7046.1745,1903.72,2560.79,181.9201,215.4234,211.9745,1600.742
2021/06/24,3483.9093,5155.9738,6754.8657,6974.642,1903.09,2562.19,181.9445,215.5115,212.0798,1600.8425
2021/06/25,3535.0185,5239.9684,6813.4138,7000.4297,1923.51,2568.65,181.9629,215.5768,212.1137,1600.9476
2021/06/28,3520.7434,5251.7604,6828.5162,7063.4706,1918.81,2563.32,182.0152,215.6833,212.1441,1601.2398
2021/06/29,3482.7333,5190.5445,6765.4201,7004.3036,1893.37,2568.97,182.0278,215.7098,212.2174,1601.3422
2021/06/30,3498.6485,5224.041,6808.1831,7083.6997,1906.32,2597.79,182.0517,215.7571,212.3359,1601.4429
2021/07/01,3535.249,5229.6642,6716.6658,6969.5316,1908.98,2619.85,182.0759,215.8284,212.3698,1601.5426
2021/07/02,3408.2369,5081.1172,6658.0451,6908.9318,1925.63,2624.37,182.0904,215.924,212.3924,1601.6458
2021/07/05,3404.7907,5085.7924,6711.0136,7006.6997,1954.1,2624.37,182.1413,216.0632,212.5391,1601.9396
2021/07/06,3405.2788,5083.1043,6709.4983,6979.0624,1965.44,2563.19,182.1611,216.1199,212.5,1602.036
2021/07/07,3424.3897,5140.4899,6764.1319,7089.6646,1941.84,2538.99,182.179,216.2457,212.7826,1602.131
2021/07/08,3373.2555,5088.2566,6748.654,7099.4105,1910.19,2547.74,182.2341,216.6881,213.6724,1602.2243
2021/07/09,3361.5946,5069.4361,6804.5389,7142.8994,1920.65,2583.98,182.2395,216.7085,213.6639,1602.323
2021/07/12,3384.5074,5132.7088,6904.3818,7284.2346,1927.32,2587.05,182.2933,217.0894,214.3024,1602.5979
2021/07/13,3391.742,5142.0991,6961.8475,7331.7263,1946.13,2614.23,182.3185,217.2305,214.5814,1602.6935
2021/07/14,3339.381,5083.0849,6898.7502,7243.8162,1957.41,2591.34,182.3443,217.368,214.7677,1602.788
2021/07/15,3411.2888,5151.4626,6932.406,7241.6231,1946.83,2571.39,182.3601,217.3092,214.5736,1602.8825
2021/07/16,3369.8994,5094.7727,6925.1232,7228.3631,1954.31,2575.47,182.373,217.4028,214.571,1602.9822
2021/07/19,3385.3664,5113.4945,6889.3375,7205.2678,1950.17,2469.83,182.4191,217.4945,214.6473,1603.2587
2021/07/20,3378.6292,5108.9941,6901.1318,7253.2763,1930.34,2499.68,182.431,217.6145,214.8706,1603.3553
2021/07/21,3388.5201,5144.0428,6984.5418,7398.8084,1916.67,2562.16,182.4616,217.7378,215.0273,1603.45
2021/07/22,3392.7165,5151.7517,7026.5482,7446.4812,1930.95,2592.61,182.4801,217.7769,215.0691,1603.5445
2021/07/23,3357.447,5089.2282,6985.7499,7379.7905,1945.54,2596.51,182.497,217.9207,215.3326,1603.6451
2021/07/26,3228.3698,4925.299,6868.2074,7286.1475,1955.58,2610.39,182.5599,218.1776,215.7875,1603.9207
2021/07/27,3126.3757,4751.313,6719.2557,7093.8696,1958.14,2598.66,182.5699,218.1469,215.6242,1604.0176
2021/07/28,3154.6353,4760.4826,6621.9845,6945.5087,1974.17,2611.61,182.5787,218.0335,215.5214,1604.1134
2021/07/29,3182.796,4850.2746,6758.8869,7207.4826,1984.7,2649.45,182.5877,218.1785,215.8158,1604.2077
2021/07/30,3132.8205,4811.1695,6767.316,7262.383,1971.43,2638.69,182.6001,218.4239,216.4807,1604.3089
2021/08/02,3211.1441,4933.736,6872.0004,7402.3541,1949.89,2601.28,182.6659,218.6991,216.9892,1604.5879
2021/08/03,3223.8257,4934.4583,6816.0107,7308.9553,1918.77,2585.17,182.6771,218.6669,216.8527,1604.6844
2021/08/04,3233.103,4978.8479,6931.3365,7478.2072,1940.95,2544.96,182.6892,218.5943,216.7213,1604.7796
2021/08/05,3227.3592,4948.6703,6911.8292,7447.9394,1908.37,2565.15,182.7012,218.7027,217.145,1604.8717
2021/08/06,3195.696,4921.5647,6938.8679,7482.1737,1931.94,2548.3,182.7118,218.6417,217.1036,1604.9682
